21051 430104 Criminal Justice                                               0035
22051 540101 History                                                        0035
22993 521004 Labor Studies                                                  0035
22994 301202 Cultural Resources Management                                  0035
22995 540105 Public History/Preservation(Pub/ App History and Arch Adm)     0035
49011 030103 Environmental Studies                                          1035
49019 301701 Human Sexuality Studies                                        0035
49021 301801 Natural Science                                                0035
49022 261302 Marine Science                                                 1035
49023 301801 Science                                                        0035
49038 380206 Jewish Studies                                                 0035
49041 030104 Environmental Systems                                          0035
49042 151501 Engineering Management                                         0035
49051 030299 Environmental Resource Management                              0035
49994 030206 Petroleum Land Studies                                         0035
49996 261199 Biology and Mathematics                                        0035
03121 050124 French Studies                                                 0035
04012 261305 Environmental Biology                                          0035
20994 420901 Human Factors/Ergonomics                                       1035
01043 510808 Animal Health Science                                          1035
07024 521299 Financial Computer Systems                                     0035
22999 059999 Asian/Asian-American Studies                                   1035
05112 521501 Urban Land Development                                         0035
49024 030199 Regenerative Studies                                           0035
05013 520208 E-Business                                                     0035
05083 520999 Entertainment / Tourism Management                             0035
06034 500504 SCREENWRITING                                                  0035
07027 521207 Knowledge Management                                           0035
08272 130401 Educational Leadership, CSU EdD  P-12                          0035
09994 150799 BIOMEDICAL QUALITY SYSTEMS                                     0035
00121 511105 PRE-NURSING                                                    0035
49039 300501 Conflict Resolution                                            0035
49101 030104 ENVIRONMENTAL SCIENCES                                         1035
10015 500101 PERFORMING ARTS                                                0035
10075 500508 Concurrent MBA/MFA in Theatre Management                       1035
05105 520299 Global Supply Chain Management                                 1035
10070 500101 THEATRE AND FILM / OTHER                                       0035
19992 430199 FORENSIC AND BEHAVIORAL SCIENCES                               0035
06010 090102 MASS MEDIA                                                     0035
10023 500499 Design                                                         0035
07028 110103 Infomation Technology                                          0035
14202 039999 Ecological Conservation                                        1035
01155 030204 Ecological Economics                                           0035
10076 500504 Dramatic Writing                                               0035
21050 430104 Criminology and Criminal Justice Studies                       0035
49009 240199 LIBERAL ARTS AND ENGINEERING STUDIES                           0035
49102 031030 ENERGY, ENVIRONMENT, AND SOCIETY                               1035
05016 520299 BUSINESS ADMINISTRATION AND LIFE SCIENCES                      0035
22059 540105 Public/Applied History and Archival Administration             1035
05067 520299 Medical Product Development Management                         0035
08375 510913 Athletic training                                              0035
05066 520206 Non-Profit Management                                          0035
08292 131299 Teaching                                                       0035
04152 269999 Biomedical Physics                                             1035
07012 110199 COMPUTER SCIENCE AND INFORMATION TECHNOLOGY                    0035
49011 030104 Environmental Studies                                          1035
08232 139999 Early Childhood Studies                                        0035
21024 520999 Hospitality and Tourism                                        1035
07029 110901 Computer Networks                                              0035
05068 520299 Business and Technology                                        0035
17022 270301 Applied Statistics                                             1035
11121 161101 Arabic Language                                                0035
01130 011002 Food Science and Technology                                    0035
08225 230101 English                                                        1035
08395 131320 Career and Technical Studies                                   0035
07030 110199 Information Technology and Communication Design                0035
22999 302301 Asian/Asian-American Studies                                   1035
05017 522001 CONCRETE INDUSTRY MANAGEMENT                                   1035
22990 050299 Gender Studies                                                 1035
29990 050299 Women and Gender Studies                                       1035
09095 140901 Electrical and Computer Engineering                            0035
09995 522001 CONCRETE INDUSTRY MANAGEMENT                                   0035
08357 310505 Excercise Science                                              0035
12032 511601 Nursing (RN-to-Nursing Degree)                                 1035
03085 050107 CENTRAL AMERICAN STUDIES                                       0035
07994 261103 BIOINFORMATICS                                                 0035
49010 030103 Environmental Science - Joint Program (UCR)                    0035
08273 130407 Educational Leadership, CSU EdD Community College              0035
05015 151501 CONCRETE INDUSTRY MANAGEMENT                                   0035
49052 030205 Coastal and Watershed Science and Policy                       0035
51050 430104 Criminal Justice Studies                                       0035
19025 400899 Applied Physics                                                0035
21025 520999 Recreation Management                                          0035
17023 450702 Geographic Information Science                                 1035
49020 301501 Science, Technology and Society                                0035
12224 512312 Assistive and Rehabilitative Technology                        0035
12225 512314 Assistive Technology Studies                                   0035
z     000000 Undeclared                                                     1035
01011 020101 Agriculture                                                    1035
01012 131301 Agriculture Education                                          0035
01013 010701 International Agriculture                                      0035
01021 020402 Agronomy/Crop Science                                          1035
01031 020501 Soil Science                                                   1035
01041 020201 Animal Science                                                 1035
01042 511104 Pre-Veterinary Studies                                         1035
01051 020206 Dairy Science                                                  1035
01061 020209 Poultry Science                                                1035
01071 030301 Fisheries                                                      0035
01072 030601 Wildlife Mgmt.                                                 0035
01081 020403 Horticulture/Fruit Science                                     1035
01082 020403 Viticulture                                                    1035
01091 010603 Ornamental Horticulture                                        0035
01101 010104 Farm Management                                                0035
01111 010103 Agri. Economics                                                0035
01120 010102 Agri. Business                                                 0035
01121 010101 Agricultural Business                                          1035
01122 010199 Wine Business Strategies                                       0035
01131 020301 Food Science                                                   1035
01132 020301 Enology                                                        1035
01141 030501 Forestry                                                       0035
01151 030101 Natural Resources                                              0035
01152 039999 Watershed Management                                           1035
01153 030201 Natural Resources Planning                                     1035
01154 039999 Wastewater Utilization                                         0035
01161 010201 Agricultural Mechanics                                         0035
01171 020409 Range Mechanics                                                1035
01991 020408 Agricultural Biology                                           1035
01992 029999 Agricultural Chemistry                                         1035
01993 010605 Landscape Irrigation Science                                   0035
02011 040401 Environmental Design                                           0035
02020 040201 Architecture                                                   1035
02021 040201 Architecture                                                   0035
02022 040501 Interior Architecture                                          0035
02031 500408 Interior Design                                                0035
02041 040601 Landscape Architecture                                         0035
02061 040301 City/Regional Plng.                                            0035
02062 040301 Rural And Town Planning                                        0035
03011 050103 Asian Studies                                                  0035
03021 050104 East Asian Studies                                             0035
03031 050112 India Studies                                                  0035
03071 050110 Russian Studies                                                1035
03081 050107 Latin Amer. Studies                                            0035
03101 050106 European Studies                                               0035
03131 050102 American Studies                                               0035
03132 059999 California Studies                                             1035
04011 260101 Biological Science                                             0035
04012 039999 Conservation                                                   1035
04021 260301 Botany                                                         0035
04071 260701 Zoology                                                        0035
04101 260706 Physiology                                                     1035
04111 260501 Microbiology                                                   1035
04141 260202 Biochemistry                                                   0035
04151 260203 Biophysics                                                     0035
04152 260203 Biomedical Physics                                             1035
04161 260402 Molecular Biology                                              1035
04171 260401 Cell Biology                                                   0035
04181 260607 Marine Biology                                                 1035
04201 260603 Ecology                                                        1035
04202 260699 Conservation Biology                                           1035
04211 260702 Entomology                                                     0035
04221 260613 Genetics                                                       1035
04261 260612 Toxicology                                                     1035
04991 260616 Biotechnology                                                  1035
05011 520201 Business Administration                                        0035
05012 131303 Business Education                                             0035
05021 520301 Accountancy                                                    0035
05022 521601 Taxation                                                       0035
05023 520399 INTERNAL AUDIT                                                 1035
05041 520801 Finance                                                        0035
05042 520803 Banking                                                        0035
05043 520803 Financial Services                                             1035
05044 520899 Corporate Financial Management                                 0035
05061 520201 Management                                                     0035
05062 520204 Office Systems                                                 0035
05063 520205 Industrial Management                                          0035
05064 520205 Production and Operations Mgmt                                 0035
05065 520201 High-Technology Management                                     0035
05071 521301 Quantitative Methods/Analysis                                  1035
05072 270302 Management Sci/Operations Res                                  1035
05081 520901 Hotel/Hospitality Management                                   0035
05082 520903 Travel and Tourism                                             0035
05084 310504 Sports Management                                              0035
05091 521401 Marketing                                                      0035
05092 521401 Retailing                                                      1035
05101 520203 Transportation                                                 0035
05111 521501 Real Estate                                                    0035
05121 520805 Insurance                                                      1035
05131 521101 INTERNATIONAL BUSINESS                                         0035
05141 520401 Secretarial Studies                                            0035
05151 521001 Personnel Management                                           0035
05161 521002 Industrial Relations                                           0035
05171 520601 Business Economics                                             0035
05991 521204 Business Computer Telecomm                                     1035
05992 090501 Public Relations                                               1035
05993 520299 Business, Special Interest                                     0035
05995 520299 Business, Legal                                                0035
05996 520701 Small Business Management                                      1035
05997 520701 Entrepreneurship                                               0035
06011 090101 Communications                                                 0035
06021 090401 Journalism                                                     0035
06031 090701 Radio/TV                                                       0035
06032 099999 MEDIA MGMT                                                     1035
06033 099999 Telecommunications and Film                                    1035
06041 090201 Advertising                                                    1035
06991 099999 Multimedia                                                     1035
06992 099999 Telecommunications/Multimedia                                  1035
07011 110701 Computer Science                                               0035
07021 110401 Info. Systems                                                  1035
07022 521201 Accounting Information Systems                                 1035
07023 110401 Management Information Systems                                 1035
07051 300601 Cybernetic Systems/Sys Sci                                     0035
07052 110501 Software Engineering                                           1035
07991 521204 Telecommunication Systems                                      1035
07992 300801 Computational Science                                          0035
08011 130101 Education                                                      0035
08021 131202 Elementary Educ.                                               0035
08031 131205 Secondary Educ.                                                0035
08051 131299 Higher Education                                               1035
08061 131299 Community College Education                                    1035
08071 131201 Adult Education                                                0035
08081 131001 Special Education                                              0035
08091 130402 Special Educ. - Admin.                                         0035
08101 131006 Spec.Educ.-Mental.Retard.                                      0035
08111 131004 Spec.Educ.-Gifted                                              0035
08121 131003 Spec.Educ.-Deaf                                                0035
08131 139999 Urban Education                                                1035
08141 131009 Spec.Educ.-Vis.Hand.                                           0035
08142 131009 Spec.Educ.-Orientat/Mobil.                                     0035
08181 131011 Spec.Educ.-Learn.Disabl.                                       0035
08191 131008 Spec.Educ.-Ortho.Hand.                                         0035
08201 131007 Spec.Educ.-Severely Hand.                                      0035
08211 130901 Educ. Theory                                                   0035
08221 130802 Educational Psychology                                         1035
08231 131204 Child Development                                              1035
08241 130603 Educational Research                                           0035
08261 131101 Counseling/Guide                                               0035
08271 130401 Educational Administration                                     0035
08281 130404 Educ. Supervision                                              0035
08291 130301 Educ.-Curric/Instr.                                            0035
08301 131315 Educ.-Reading                                                  0035
08341 131338 Environmental Education                                        0035
01011 010000 Agriculture                                                    0035
08351 310501 Kinesiology/Physical Education                                 0035
08352 310501 Physical Education, Men                                        0035
08353 310501 Physical Education, Women                                      0035
08355 310505 Exercise Scncs/Physiology & Movement Studies                   0035
08356 310599 Exercise Physiology & Nutritional Science                      1035
08371 131307 Health Educ.                                                   0035
08391 500404 Industrial Design                                              1035
08392 500499 Graphic Communications                                         1035
08393 131309 Industrial Arts                                                0035
08394 520299 Industrial Technology                                          1035
08395 131320 Vocational Educ.                                               1035
08396 490101 Aviation                                                       1035
08992 130501 Instruct. Media                                                0035
08993 139999 Educ.-Special Int.                                             0035
08994 130201 Bilingual Educ.                                                0035
08995 130501 Computer-Based Education                                       0035
08996 131334 School Librarianship                                           0035
08997 131316 Science Teacher Education, General                             0035
08998 131306 Teaching Internatl Languages                                   0035
09011 140101 Engineering                                                    0035
09012 141301 Engr Science                                                   0035
09013 142701 Systems Engr                                                   0035
09021 140201 Aerospace Engr                                                 0035
09022 140201 Aeronautical Engineering                                       0035
09023 140201 Astronautics                                                   0035
09031 140301 Agricult. Engr                                                 0035
09041 140401 Architect. Engr                                                0035
09051 140501 Biomedical Engr                                                0035
09052 149999 Biochemical Engineering                                        0035
09061 140701 Chemical Engr                                                  0035
09071 142501 Petroleum Engr                                                 0035
09081 140801 Civil Engr                                                     0035
09082 140899 Construction Engineering                                       1035
09083 140804 Transportation Engineering                                     0035
09084 140803 Structural Engineering                                         0035
09085 140805 Water Resources Engineering                                    0035
09091 141001 Electrical Engr                                                0035
09092 141001 Electronic Engr                                                0035
09093 141001 Elec/Electr Engr                                               0035
09094 140901 Computer Engr                                                  0035
09101 141901 Mechanical Engr                                                0035
09102 149999 MECHATRONIC ENGR                                               0035
09131 141701 Industrial Engr                                                1035
09132 143001 Industrial Administration                                      1035
09134 141701 Manufacturing Engr                                             1035
09141 142001 Metallurgical Engr                                             0035
09151 141801 Materials Engr                                                 0035
09201 142301 Nuclear Engr                                                   0035
09211 141101 Engineering-Applied Mechanics                                  0035
09221 141401 Environ.Engr                                                   0035
09222 141401 Environmental Resources Engr                                   0035
09241 142401 Ocean Engr                                                     0035
09251 159999 Engr Technology                                                1035
09252 151102 Surveying/Photogrammetry                                       0035
09253 150501 Air Condition Technology                                       0035
09254 151001 Construction Engr Tech/Mgmt                                    0035
09255 150303 Electronic Technology                                          0035
09256 150603 Manufacturing Technology                                       1035
09257 150805 Mechanical Technology                                          0035
09258 150899 MARINE ENGINEERING TECH                                        1035
09259 150301 Computer Engineering Technology                                1035
09261 149999 Engineering Mathematics                                        0035
09262 150507 ENVIRON ENGR TECH                                              0035
09263 159999 Facilities Engineering Technology                              0035
09992 150702 Quality Assurance                                              0035
09993 149999 Civil & Env Engr                                               1035
10011 500101 Creative Arts                                                  0035
10021 500701 Art                                                            0035
10022 500702 Art, Studio Performance                                        0035
10031 500703 Art History                                                    0035
10041 500903 Music - Perf                                                   0035
10051 500901 Music - Liberal Arts                                           0035
10052 131312 Music Education                                                0035
10071 500501 Drama                                                          0035
10072 500501 Theatre Arts (Performance)                                     0035
10073 500599 Musical Theatre                                                1035
10081 500301 Dance                                                          0035
10082 500301 Dance (performance)                                            0035
10091 500401 Graphic Art/Design                                             1035
10101 500601 Cinema/Film                                                    0035
10102 500602 Film Video Making Cinematography & Production                  0035
10111 500605 Photography                                                    0035
10992 500704 Arts Administration                                            1035
11011 160101 Modern Languages & Literature                                  0035
11013 160103 Translation/Interpretation Studies                             0035
11021 160901 French                                                         0035
11031 160501 German                                                         0035
11041 160902 Italian                                                        0035
11051 160905 Spanish                                                        0035
11061 160402 Russian                                                        0035
11071 160301 Chinese                                                        0035
11081 160302 Japanese                                                       0035
12011 519999 Health Science                                                 1035
12012 519999 Interdisciplinary Health/Rehabilitative Science                1035
12021 510701 Health Care Management                                         0035
12031 511699 Nursing                                                        1035
12039 511699 Statewide Nursing                                              1035
12081 512306 Occupational Therapy                                           0035
12121 512308 Physical Therapy                                               0035
12141 512201 Public Health                                                  0035
12142 512202 Environmental/Community Health                                 0035
12171 519999 Health Professions And Related Sciences, Other                 1035
12201 510201 Commuicative Disorders                                         0035
12202 510202 Audiology                                                      0035
12221 512310 Rehabilitation Counseling                                      0035
12231 511005 Clinical/Biomed Lab Science                                    0035
12232 510905 Nuclear Medicine Technologist                                  0035
12234 511002 Cytotechnology                                                 0035
12251 512205 Radiological Health Physics                                    0035
12991 512299 Public Health and Social Work                                  0035
12992 511611 NURSING AND MPUBLIC HEALTH                                     1035
12993 511602 Nursing & Health Care Administration                           1035
13011 190101 Home Economics                                                 0035
13031 190901 APPAREL MERCHANDISING                                          0035
13051 190703 Mar/Family Counslg                                             1035
13052 190701 Child/Family Development                                       1035
13061 190503 Dietetics/Food Admin/Nutrition                                 1035
13991 500499 Apparel and Interior Design                                    0035
15011 230101 English                                                        0035
15012 160102 Language Studies                                               0035
15013 230401 English Composition                                            1035
15021 239999 English Literature                                             1035
15031 230301 Comparative Lit.                                               1035
15041 161201 Classics                                                       1035
15051 160102 Linguistics                                                    0035
15052 160102 Bilingual/Bicultural Studies                                   0035
15061 231001 Speech Communication                                           1035
15071 230501 Creative Writing                                               1035
15081 131401 English/Second Lang                                            0035
15091 380101 Philosophy                                                     0035
15101 380201 Religious Studies                                              0035
15102 050205 Modern Jewish Studies                                          1035
15991 240103 Humanities                                                     0035
15992 389999 Philos / Religion                                              0035
15996 240103 Liberal Arts                                                   1035
15997 231101 Technical And Professional Writing                             1035
15999 240103 Humanities                                                     1035
16011 250101 Library Science                                                0035
17011 270101 Mathematics                                                    0035
17012 131311 Mathematics Education                                          0035
17021 270501 Statistics                                                     0035
17031 270301 Applied Math                                                   0035
19011 400101 Physical Science                                               0035
19021 400801 Physics                                                        0035
19051 400501 Chemistry                                                      0035
19052 400507 Polymers and Coating Science                                   0035
19081 400802 Chemical Physics                                               0035
19111 400201 Astronomy                                                      0035
19131 400401 Meteorology                                                    0035
19141 400601 Geology                                                        0035
19151 400602 Geochemistry                                                   0035
19171 400703 Earth Science                                                  1035
19172 400703 Geosciences                                                    1035
19173 400703 Atmospheric and Oceanic Science                                1035
19191 400702 Oceanography                                                   1035
19991 430106 Criminalistics/Forensic Sci                                    1035
20011 420101 Psychology                                                     0035
20012 420101 Psych, College Teach.                                          1035
20013 421701 School Psychology                                              1035
20031 420201 Comm/Clinical Psych                                            1035
20041 420601 Counseling (psych)                                             1035
20051 421601 Social Psychology                                              1035
20081 420901 Industrial Psych                                               1035
20091 420701 Developmental Psych                                            1035
20095 429999 Forensic Psychology                                            1035
20101 421101 Physiological Psych                                            1035
20991 429999 Behavioral Science                                             1035
20992 429999 Psych - Research                                               0035
20993 309999 Human Development                                              1035
20994 429999 Human Factors                                                  1035
21011 440201 Community Services                                             1035
21021 440401 Public Administration                                          0035
21031 310101 Recreation Admin                                               0035
21032 310301 Park Administration                                            0035
21041 440701 Social Work                                                    0035
21042 440201 Human Services, Collaborative                                  1035
21043 301101 Gerontology                                                    1035
21044 050211 Deaf Studies                                                   0035
21045 440701 Social Work/Legal                                              0035
21051 430103 Criminal Justice                                               1035
21052 430102 Corrections                                                    0035
21053 430109 Crim Just-Security                                             0035
21991 430202 Fire Protection Admin                                          0035
22011 450101 Social Science                                                 0035
22021 450201 Anthropology                                                   0035
22041 450601 Economics                                                      0035
22051 450801 History                                                        1035
22061 450701 Geography                                                      0035
22071 451001 Political Science                                              0035
22081 451101 Sociology                                                      0035
22091 450401 Criminology                                                    0035
22101 450901 Internatl Relations                                            0035
22102 450901 National Security Studies                                      1035
22103 450901 INTERNAT SECURITY & CONFLICT RESOLVE                           1035
22111 050201 African American Studies                                       0035
22121 050202 Native American Studies                                        0035
22131 050203 Mexican-American Studies                                       0035
22141 451201 Urban Studies                                                  0035
22991 050299 Ethnic Studies                                                 1035
22992 459999 Anthro/Geography                                               0035
22993 521002 Labor Studies                                                  1035
22994 459999 Cultural Resources Management                                  1035
22995 450805 Public History/Preservation                                    1035
22996 050206 Asian American Studies                                         0035
22997 450901 International/Global Studies                                   1035
49011 030102 Environmental Studies                                          1035
49012 240101 Liberal Studies                                                0035
49015 240101 Hutchins School                                                1035
49016 302501 Cognitive Science / Cognitive Studies                          0035
49017 240101 Liberal Arts                                                   0035
49019 309999 Human Sexuality Studies                                        1035
49021 300101 Natural Science                                                1035
49022 300101 Marine Science                                                 1035
49023 300101 Science                                                        1035
49031 240199 Humanities/Arts/Social Science                                 0035
49032 309999 Philosophy - Psychology                                        0035
49033 309999 Govt - Journalism                                              0035
49034 240199 Humanities/Social Sciences                                     0035
49036 301401 Museum Studies                                                 0035
49038 050205 Jewish Studies                                                 1035
49041 030102 Environmental Systems                                          1035
49042 143001 Engineering Management                                         1035
49043 140804 Transportation Planning                                        0035
49044 490309 MARINE TRANSPORTATION                                          0035
49045 529999 Regulatory Affairs                                             0035
49051 039999 Land Resources Management                                      1035
49061 521101 Latin-American Stds/Bus Admin                                  0035
49081 240101 Diversified Studies/Education                                  0035
49991 050207 Women's Studies                                                0035
49993 309999 Special Major                                                  0035
49994 309999 Petroleum Land Studies                                         1035
49995 529999 Interdisciplinary Management                                   0035
49996 300101 Biology - Math                                                 1035
49997 240199 New College                                                    0035
49998 240199 Small College                                                  0035
04031 260503 Bacteriology                                                   0035
04121 260403 Anatomy                                                        0035
04191 261102 Biostatistics and Biometry                                     0035
07025 521299 Production/Operatiuons Information Systems                     0035
07026 110103 Computer Systems                                               0035
03121 050124 French Studies                                                 1035
01014 019999 Agricultural Studies                                           0035
21022 440501 Public Policy Analysis                                         0035
10053 500999 Music Industry & Technology                                    0035
49050 303301 Sustainability Studies                                         0035
05104 520299 Transportation and Supply Chain Management                     0035
08356 260999 Exercise Physiology & Nutritional Science                      0035
05105 520203 Global Supply Chain Management                                 0035
05024 520301 Professional Accountancy                                       0035
12220 511508 Mental Health Counseling                                       0035
10060 100203 Recording Arts                                                 0035
05106 151503 Packaging                                                      0035
20994 303101 Human Factors/Ergonomics                                       0035
22161 050212 Comparative Group Studies                                      0035
15103 380205 Islamic Studies                                                0035
49046 140804 MCRP (City and Regional Planning) & MS Engineering (concurrent)0035
04017 261310 Ecology and Evolutionary Biology                               0035
10054 500904 Music Theory & Composition                                     0035
08251 131099 Educational Therapy                                            0035
22042 450699 Workforce Studies                                              0035
01132 011099 Enology                                                        1035
03121 050106 French Studies                                                 1035
03122 050106 Italian Studies                                                1035
05066 520101 Non-Profit Management                                          1035
07023 110103 Management Information Systems                                 1035
08273 130401 Educational Leadership, CSU EdD Community College              1035
08292 139999 Teaching                                                       1035
21044 309999 Deaf Studies                                                   1035
22073 451099 Poitical Economy                                               1035
